key,hurst_average,r_squared
19AK_01_rest_04_LPI_000.npy,0.4051889539433876,0.8539323597132602
19SA_01_movie_01_LPI_000.npy,0.5492958619728389,0.9425720333266302
19SA_01_movie_03_LPI_000.npy,0.5712409813677782,0.9486304220457968
19SA_01_rest_01_LPI_000.npy,0.7227092136125007,0.9752535147358996
19SA_01_rest_02_LPI_000.npy,0.5372529195511837,0.9392728101907319
19SA_01_rest_04_LPI_000.npy,0.6778875585265356,0.9689003292555646
22CY_01_movie_01_LPI_000.npy,0.5508784152076431,0.9480013235986039
22CY_01_movie_02_LPI_000.npy,0.4507363860049769,0.8768166270651695
22CY_01_movie_04_LPI_000.npy,0.40265461649701406,0.8821259885591177
22CY_01_rest_01_LPI_000.npy,0.5421707981306065,0.9307355474417602
22CY_01_rest_02_LPI_000.npy,0.6563350696534055,0.9607494625618457
22CY_01_rest_04_LPI_000.npy,0.7100707152470109,0.9673549861591902
22TK_01_movie_01_LPI_000.npy,0.6498204246235518,0.9455983026755848
22TK_01_movie_02_LPI_000.npy,0.7147932043825623,0.9556776644039474
22TK_01_movie_03_LPI_000.npy,0.5542903796074585,0.9308901135104103
22TK_01_movie_04_LPI_000.npy,0.5984176658390559,0.9445613842057362
22TK_01_rest_01_LPI_000.npy,0.5748747340550272,0.9361952219811105
22TK_01_rest_02_LPI_000.npy,0.6115397766274867,0.9454900889368479
22TK_01_rest_04_LPI_000.npy,0.4972371557203484,0.9235427172253486
25JK_01_movie_01_LPI_000.npy,0.3884155848422496,0.8715162803700928
25JK_01_movie_02_LPI_000.npy,0.6473333846456921,0.9517767136713788
25JK_01_movie_03_LPI_000.npy,0.48910061182995934,0.9231226215928516
25JK_01_movie_04_LPI_000.npy,0.4744563146052258,0.9011569354435776
25JK_01_rest_01_LPI_000.npy,0.7137134698915935,0.9673998076672461
25JK_01_rest_02_LPI_000.npy,0.40104178310631683,0.9043510350146793
25JK_01_rest_03_LPI_000.npy,0.4475167113957482,0.913451785734285
25JK_01_rest_04_LPI_000.npy,0.6651225738813272,0.9658443019149101
27HF_01_movie_01_LPI_000.npy,0.4407891702657268,0.910080884143066
27HF_01_movie_04_LPI_000.npy,0.6383472628531012,0.9481843479661605
27HF_01_rest_01_LPI_000.npy,0.7454621019215518,0.9684500410938736
27HF_01_rest_03_LPI_000.npy,0.594723593555958,0.9304566047369607
27HF_01_rest_04_LPI_000.npy,0.6192575135701186,0.9543408216620693
30AQ_01_movie_01_LPI_000.npy,0.3844675892831318,0.884519024441621
30AQ_01_movie_02_LPI_000.npy,0.5680947097828498,0.9496382271680532
30AQ_01_movie_03_LPI_000.npy,0.5940309161123316,0.9577128938330073
30AQ_01_movie_04_LPI_000.npy,0.6156501496493245,0.9464092808779327
30AQ_01_rest_01_LPI_000.npy,0.6661229872004254,0.9682257174309532
30AQ_01_rest_02_LPI_000.npy,0.6559507005064924,0.9663807829244184
30AQ_01_rest_03_LPI_000.npy,0.6448073886791927,0.9624082867485809
30AQ_01_rest_04_LPI_000.npy,0.5727188212336544,0.928051755839555
